OOMP Parts -- CSV, 2016-06-14
OOMP ID,Name,Type,Size/Package,Color/Material,Description/Value,Index/Rating,SEEED OPL ID,Manufacturer 1,Man 1 P/N,Manufacturer 2,Man 2 P/N,Distributor 1,Dist 1 P/N,Distributor 2,Dist 2 P/N,Datasheet,
"NHFF-M3-X-20-01","M3 x 20 mm Nylon Standoff (F-F)","Nylon Standoff (F-F)","M3","","x 20 mm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NHFF-M3-X-20-01/NHFF-M3-X-20-01-datasheet.pdf,
"NHFF-M3-X-30-01","M3 x 30 mm Nylon Standoff (F-F)","Nylon Standoff (F-F)","M3","","x 30 mm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NHFF-M3-X-30-01/NHFF-M3-X-30-01-datasheet.pdf,
"NNUT-M3-X-STAN-01","M3 Nylon Nut","Nylon Nut","M3","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NNUT-M3-X-STAN-01/NNUT-M3-X-STAN-01-datasheet.pdf,
"NSCR-M3-X-12-70","M3 x 12 mm Nylon Screw Cross Head","Nylon Screw","M3","","x 12 mm","Cross Head",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NSCR-M3-X-12-70/NSCR-M3-X-12-70-datasheet.pdf,
"NSCR-M3-X-16-70","M3 x 16 mm Nylon Screw Cross Head","Nylon Screw","M3","","x 16 mm","Cross Head",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NSCR-M3-X-16-70/NSCR-M3-X-16-70-datasheet.pdf,
"NSCR-M3-X-20-70","M3 x 20 mm Nylon Screw Cross Head","Nylon Screw","M3","","x 20 mm","Cross Head",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NSCR-M3-X-20-70/NSCR-M3-X-20-70-datasheet.pdf,
"NSCR-M3-X-25-70","M3 x 25 mm Nylon Screw Cross Head","Nylon Screw","M3","","x 25 mm","Cross Head",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NSCR-M3-X-25-70/NSCR-M3-X-25-70-datasheet.pdf,
"NUTT-M3-M-STAN-01","M3 Nut","Nut","M3","Metal","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NUTT-M3-M-STAN-01/NUTT-M3-M-STAN-01-datasheet.pdf,
"OPAM-MS08-X-KLMV358-01","8 Pin SMD (MSOP) LMV358 Op Amp","Op Amp","8 Pin SMD (MSOP)","","LMV358","",310020007 310020002 ,Texas Instruments,LMV358ID,,,Farnell,2323295,Mouser,595-LMV358IDGKR,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/OPAM-MS08-X-KLMV358-01/OPAM-MS08-X-KLMV358-01-datasheet.pdf,
"OPAM-SC14-X-KLMV324-01","SMD (SOIC-14) LMV324 Op Amp","Op Amp","14 Pin SMD (SOIC)","","LMV358","",1100030P1 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/OPAM-SC14-X-KLMV324-01/OPAM-SC14-X-KLMV324-01-datasheet.pdf,
"OPAM-SC8-X-K2904-01","8 Pin SMD (SOIC) LM2904 Dual Op Amp","Op Amp","8 Pin SMD (SOIC)","","LM2904 Dual","",310020015 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/OPAM-SC8-X-K2904-01/OPAM-SC8-X-K2904-01-datasheet.pdf,
"OPAM-SC8-X-KLM358-01","SMD (SOIC-8) LM358 Op Amp","Op Amp","8 Pin SMD (SOIC)","","LM358","",310020021 ,Texas Instruments,LM358ID,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/OPAM-SC8-X-KLM358-01/OPAM-SC8-X-KLM358-01-datasheet.pdf,
"OPAM-SO235-X-K333-01","SMD (SOT-23-5) OPA333 Op Amp","Op Amp","SMD (SOT-23-5)","","OPA333","",310020003 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/OPAM-SO235-X-K333-01/OPAM-SO235-X-K333-01-datasheet.pdf,
"PHTR-05-I9-STAN-01","5 mm IR (940 nm) Phototransistor","Phototransistor","5 mm","IR (940 nm)","","",314020024 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/PHTR-05-I9-STAN-01/PHTR-05-I9-STAN-01-datasheet.pdf,
"POAD-ACUS-X-V05-A1","American Style (120v) 5v (USB) Power Adapter 1 A","Power Adapter","American Style (120v)","","5v (USB)","1 A",313080037 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POAD-ACUS-X-V05-A1/POAD-ACUS-X-V05-A1-datasheet.pdf,
"POTE-07-X-O102-01","7 mm 1k Ohm Potentiometer","Potentiometer","7 mm","","1k Ohm","",301040014 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POTE-07-X-O102-01/POTE-07-X-O102-01-datasheet.pdf,
"POTE-07-X-O103-01","7 mm 10k Ohm Potentiometer","Potentiometer","7 mm","","10k Ohm","",301040009 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POTE-07-X-O103-01/POTE-07-X-O103-01-datasheet.pdf,
"POTE-10-X-O103-01","10 mm 10k Ohm Potentiometer","Potentiometer","10 mm","","10k Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POTE-10-X-O103-01/POTE-10-X-O103-01-datasheet.pdf,
"POTE-14-X-O204-68","14 mm 200k Ohm Potentiometer Side Adjust","Potentiometer","14 mm","","200k Ohm","Side Adjust",301040037 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POTE-14-X-O204-68/POTE-14-X-O204-68-datasheet.pdf,
"POTE-17-X-O102-69","17 mm 1k Ohm Potentiometer Panel Mount","Potentiometer","17 mm","","1k Ohm","Panel Mount",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POTE-17-X-O102-69/POTE-17-X-O102-69-datasheet.pdf,
"POTE-17-X-O103-69","17 mm 10k Ohm Potentiometer Panel Mount","Potentiometer","17 mm","","10k Ohm","Panel Mount",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POTE-17-X-O103-69/POTE-17-X-O103-69-datasheet.pdf,
"POTE-17-X-O104-69","17 mm 100k Ohm Potentiometer Panel Mount","Potentiometer","17 mm","","100k Ohm","Panel Mount",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POTE-17-X-O104-69/POTE-17-X-O104-69-datasheet.pdf,
"POTE-17-X-O105-69","17 mm 1M Ohm Potentiometer Panel Mount","Potentiometer","17 mm","","1M Ohm","Panel Mount",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POTE-17-X-O105-69/POTE-17-X-O105-69-datasheet.pdf,
"POTE-95D-X-O103-01","9.5 mm 10k Ohm Potentiometer","Potentiometer","9.5 mm","","10k Ohm","",301040007 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POTE-95D-X-O103-01/POTE-95D-X-O103-01-datasheet.pdf,
"POTE-98D-X-O103-01","9.8 mm 10k Ohm Potentiometer","Potentiometer","9.8 mm","","10k Ohm","",301040022 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/POTE-98D-X-O103-01/POTE-98D-X-O103-01-datasheet.pdf,
"PRIV-M2-X-05-01","M2 x 5 mm Plastic Rivet","Plastic Rivet","M2","","x 5 mm","",326080011 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/PRIV-M2-X-05-01/PRIV-M2-X-05-01-datasheet.pdf,
"PRIV-M3-X-06-01","M3 x 6 mm Plastic Rivet","Plastic Rivet","M3","","x 6 mm","",326080002 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/PRIV-M3-X-06-01/PRIV-M3-X-06-01-datasheet.pdf,
"RBCC-40W-Z-L100-01","40 Wire 100 mm Rainbow Crimped Ribbon Cable","Crimped Ribbon Cable","40 Wire","Rainbow","100 mm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RBCC-40W-Z-L100-01/RBCC-40W-Z-L100-01-datasheet.pdf,
"RBCC-40W-Z-L200-01","40 Wire 200 mm Rainbow Crimped Ribbon Cable","Crimped Ribbon Cable","40 Wire","Rainbow","200 mm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RBCC-40W-Z-L200-01/RBCC-40W-Z-L200-01-datasheet.pdf,
"RBCC-40W-Z-L300-01","40 Wire 300 mm Rainbow Crimped Ribbon Cable","Crimped Ribbon Cable","40 Wire","Rainbow","300 mm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RBCC-40W-Z-L300-01/RBCC-40W-Z-L300-01-datasheet.pdf,
"REFU-1206-X-A01-V8","SMD (1206) 1 Amp Resetable Fuse 8v","Resetable Fuse","SMD (1206)","","1 Amp","8v",307010001 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/REFU-1206-X-A01-V8/REFU-1206-X-A01-V8-datasheet.pdf,
"REFU-1206-X-A05D-01","SMD (1206) 500 mA Resetable Fuse","Resetable Fuse","SMD (1206)","","500 mA","",0900030P1 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/REFU-1206-X-A05D-01/REFU-1206-X-A05D-01-datasheet.pdf,
"REFU-1206-X-A05D-V8","SMD (1206) 500 mA Resetable Fuse 8v","Resetable Fuse","SMD (1206)","","500 mA","8v",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/REFU-1206-X-A05D-V8/REFU-1206-X-A05D-V8-datasheet.pdf,
"REFU-1206-X-A075D-VF","SMD (1206) 750 mA Resetable Fuse 16v","Resetable Fuse","SMD (1206)","","750 mA","16v",307010002 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/REFU-1206-X-A075D-VF/REFU-1206-X-A075D-VF-datasheet.pdf,
"REFU-1206-X-A075D-VM","SMD (1206) 750 mA Resetable Fuse 13.2v","Resetable Fuse","SMD (1206)","","750 mA","13.2v",307010013 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/REFU-1206-X-A075D-VM/REFU-1206-X-A075D-VM-datasheet.pdf,
"REFU-1210-X-A075D-V6","SMD (1210) 750 mA Resetable Fuse 6v","Resetable Fuse","SMD (1210)","","750 mA","6v",307010010 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/REFU-1210-X-A075D-V6/REFU-1210-X-A075D-V6-datasheet.pdf,
"REFU-1812-X-A05D-VE","SMD (1812) 500 mA Resetable Fuse 15v","Resetable Fuse","SMD (1812)","","500 mA","15v",307010040 ,Littelfuse,1812L050PR,Polyswitch,KT15-0500SMD,Farnell,1653478,Mouser,652-MF-MSMF050-2,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/REFU-1812-X-A05D-VE/REFU-1812-X-A05D-VE-datasheet.pdf,
"RELA-19X15-X-SPDT-V5","19 x 15 mm SPDT Relay","Relay","19 x 15 mm","","SPDT","",315030000 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RELA-19X15-X-SPDT-V5/RELA-19X15-X-SPDT-V5-datasheet.pdf,
"RELA-19X15-X-SPDT-VJ","19 x 15 mm SPDT Relay 3v","Relay","19 x 15 mm","","SPDT","3v",315030009 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RELA-19X15-X-SPDT-VJ/RELA-19X15-X-SPDT-VJ-datasheet.pdf,
"RESA-1268-X-O102X4-01","SMD (1206-8) 1k Ohm (x4) Resistor Array","Resistor Array","SMD (1206-8)","","1k Ohm (x4)","",301030012 ,RoyalOhm,4D02-WG-J-0102-T-5,,,Farnell,1770121,Mouser,652-CAT16-102J4LF,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESA-1268-X-O102X4-01/RESA-1268-X-O102X4-01-datasheet.pdf,
"RESA-1268-X-O103X4-01","SMD (1206-8) 10k Ohm (x4) Resistor Array","Resistor Array","SMD (1206-8)","","10k Ohm (x4)","",,,,,,Farnell,1770124,Mouser,652-CAT16-103J4LF,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESA-1268-X-O103X4-01/RESA-1268-X-O103X4-01-datasheet.pdf,
"RESA-1268-X-O220X4-01","SMD (1206-8) 22 Ohm (x4) Resistor Array","Resistor Array","SMD (1206-8)","","22 Ohm (x4)","",301030014 ,,,,,Farnell,1770118,Mouser,652-CAT16-220J4LF,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESA-1268-X-O220X4-01/RESA-1268-X-O220X4-01-datasheet.pdf,
"RESA-1268-X-O472X4-01","SMD (1206-8) 4.7k Ohm (x4) Resistor Array","Resistor Array","SMD (1206-8)","","4.7k Ohm (x4)","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESA-1268-X-O472X4-01/RESA-1268-X-O472X4-01-datasheet.pdf,
"RESE-0402-X-O000-01","SMD (0402) 0 Ohm Resistor","Resistor","SMD (0402)","","0 Ohm","",301010000 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O000-01/RESE-0402-X-O000-01-datasheet.pdf,
"RESE-0402-X-O100-01","SMD (0402) 10 Ohm Resistor","Resistor","SMD (0402)","","10 Ohm","",301010075 ,,,,,Mouser,603-RC0402JR-0710RL,Farnell,9232524,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O100-01/RESE-0402-X-O100-01-datasheet.pdf,
"RESE-0402-X-O100-67","SMD (0402) 10 Ohm Resistor 1%","Resistor","SMD (0402)","","10 Ohm","1%",301010444 ,Multicomp,MC00625W0402110R,,,Mouser,603-RC0402FR-0710RL,Farnell,9238999,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O100-67/RESE-0402-X-O100-67-datasheet.pdf,
"RESE-0402-X-O101-01","SMD (0402) 100 Ohm Resistor","Resistor","SMD (0402)","","100 Ohm","",301010028 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O101-01/RESE-0402-X-O101-01-datasheet.pdf,
"RESE-0402-X-O102-01","SMD (0402) 1k Ohm Resistor","Resistor","SMD (0402)","","1k Ohm","",301010006 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O102-01/RESE-0402-X-O102-01-datasheet.pdf,
"RESE-0402-X-O103-01","SMD (0402) 10k Ohm Resistor","Resistor","SMD (0402)","","10k Ohm","",301010004 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O103-01/RESE-0402-X-O103-01-datasheet.pdf,
"RESE-0402-X-O103-67","SMD (0402) 10k Ohm Resistor 1%","Resistor","SMD (0402)","","10k Ohm","1%",301010047 ,Multicomp,MC00625W0402110K,,,Mouser,603-RC0402FR-0710KL,Farnell,9239359,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O103-67/RESE-0402-X-O103-67-datasheet.pdf,
"RESE-0402-X-O104-01","SMD (0402) 100k Ohm Resistor","Resistor","SMD (0402)","","100k Ohm","",301010033 ,,,,,Mouser,603-RC0402JR-07100KL,Farnell,9233008,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O104-01/RESE-0402-X-O104-01-datasheet.pdf,
"RESE-0402-X-O104-67","SMD (0402) 100k Ohm Resistor 1%","Resistor","SMD (0402)","","100k Ohm","1%",301010456 ,Multicomp,MC00625W04021100K,,,Mouser,603-RC0402FR-07100KL,Farnell,9239472,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O104-67/RESE-0402-X-O104-67-datasheet.pdf,
"RESE-0402-X-O105-01","SMD (0402) 1M Ohm Resistor","Resistor","SMD (0402)","","1M Ohm","",301010009 ,,,,,Mouser,603-RC0402JR-071ML,Farnell,9233121,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O105-01/RESE-0402-X-O105-01-datasheet.pdf,
"RESE-0402-X-O105-67","SMD (0402) 1M Ohm Resistor 1%","Resistor","SMD (0402)","","1M Ohm","1%",301010043 ,Multicomp,MC00625W040211M,,,Mouser,603-RC0402FR-071ML,Farnell,9239588,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O105-67/RESE-0402-X-O105-67-datasheet.pdf,
"RESE-0402-X-O106-67","SMD (0402) 10M Ohm Resistor 1%","Resistor","SMD (0402)","","10M Ohm","1%",301010509 ,Multicomp,MC00625W0402110M0,,,Mouser,603-RC0402FR-0710ML,Farnell,1458733,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O106-67/RESE-0402-X-O106-67-datasheet.pdf,
"RESE-0402-X-O123-01","SMD (0402) 12k Ohm Resistor","Resistor","SMD (0402)","","12k Ohm","",301010045 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O123-01/RESE-0402-X-O123-01-datasheet.pdf,
"RESE-0402-X-O152-01","SMD (0402) 1.5k Ohm Resistor","Resistor","SMD (0402)","","1.5k Ohm","",301010001 ,,,,,Mouser,603-RC0402JR-071K5L,Farnell,9232788,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O152-01/RESE-0402-X-O152-01-datasheet.pdf,
"RESE-0402-X-O15X-01","SMD (0402) 1.5 Ohm Resistor","Resistor","SMD (0402)","","1.5 Ohm","",301010076 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O15X-01/RESE-0402-X-O15X-01-datasheet.pdf,
"RESE-0402-X-O220-67","SMD (0402) 22 Ohm Resistor 1%","Resistor","SMD (0402)","","22 Ohm","1%",301010052 ,Multicomp,MC00625W0402122R,,,Mouser,603-RC0402FR-0722RL,Farnell,9239030,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O220-67/RESE-0402-X-O220-67-datasheet.pdf,
"RESE-0402-X-O272-67","SMD (0402) 2.7k Ohm Resistor 1%","Resistor","SMD (0402)","","2.7k Ohm","1%",301010671 ,Multicomp,MC00625W040212K7,,,Mouser,603-RC0402FR-072K7L,Farnell,9239286,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O272-67/RESE-0402-X-O272-67-datasheet.pdf,
"RESE-0402-X-O331-67","SMD (0402) 330 Ohm Resistor 1%","Resistor","SMD (0402)","","330 Ohm","1%",301010466 ,Multicomp,MC00625W04021330R,,,Mouser,603-RC0402FR-07330RL,Farnell,9239170,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O331-67/RESE-0402-X-O331-67-datasheet.pdf,
"RESE-0402-X-O332-01","SMD (0402) 3.3k Ohm Resistor","Resistor","SMD (0402)","","3.3k Ohm","",301010035 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O332-01/RESE-0402-X-O332-01-datasheet.pdf,
"RESE-0402-X-O471-01","SMD (0402) 470 Ohm Resistor","Resistor","SMD (0402)","","470 Ohm","",301010013 ,,,,,Mouser,603-RC0402JR-07470RL,Farnell,9232729,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O471-01/RESE-0402-X-O471-01-datasheet.pdf,
"RESE-0402-X-O472-01","SMD (0402) 4.7k Ohm Resistor","Resistor","SMD (0402)","","4.7k Ohm","",301010010 ,,,,,Mouser,603-RC0402JR-074K7L,Farnell,9232842,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O472-01/RESE-0402-X-O472-01-datasheet.pdf,
"RESE-0402-X-O473-01","SMD (0402) 47k Ohm Resistor","Resistor","SMD (0402)","","47k Ohm","",301010005 ,,,,,Mouser,603-RC0402JR-0747KL,Farnell,9232966,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O473-01/RESE-0402-X-O473-01-datasheet.pdf,
"RESE-0402-X-O474-67","SMD (0402) 470k Ohm Resistor 1%","Resistor","SMD (0402)","","470k Ohm","1%",301010069 ,Multicomp,MC00625W04021470K,,,Mouser,603-RC0402FR-07470KL,Farnell,9239553,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O474-67/RESE-0402-X-O474-67-datasheet.pdf,
"RESE-0402-X-O499D-67","SMD (0402) 49.9 Ohm Resistor 1%","Resistor","SMD (0402)","","49.9 Ohm","1%",301010041 ,Multicomp,MC00625W0402149R9,,,Mouser,603-RC0402FR-0749R9L,Farnell,1799218,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O499D-67/RESE-0402-X-O499D-67-datasheet.pdf,
"RESE-0402-X-O914-01","SMD (0402) 910k Ohm Resistor","Resistor","SMD (0402)","","910k Ohm","",301010435 ,,,,,SEEED Studio,301010435,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0402-X-O914-01/RESE-0402-X-O914-01-datasheet.pdf,
"RESE-0603-X-O000-01","SMD (0603) 0 Ohm Resistor","Resistor","SMD (0603)","","0 Ohm","",301010292 ,,,,,SEEED Studio,301010292,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O000-01/RESE-0603-X-O000-01-datasheet.pdf,
"RESE-0603-X-O036D-01","SMD (0603) 3.6 Ohm Resistor","Resistor","SMD (0603)","","3.6 Ohm","",301010140 ,,,,,Mouser,603-RC0603JR-073R6L,SEEED Studio,301010140,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O036D-01/RESE-0603-X-O036D-01-datasheet.pdf,
"RESE-0603-X-O100-01","SMD (0603) 10 Ohm Resistor","Resistor","SMD (0603)","","10 Ohm","",301010096 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O100-01/RESE-0603-X-O100-01-datasheet.pdf,
"RESE-0603-X-O100-67","SMD (0603) 10 Ohm Resistor 1%","Resistor","SMD (0603)","","10 Ohm","1%",301010185 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O100-67/RESE-0603-X-O100-67-datasheet.pdf,
"RESE-0603-X-O101-01","SMD (0603) 100 Ohm Resistor","Resistor","SMD (0603)","","100 Ohm","",301010090 ,Multicomp,MC0063W06035100R,,,Mouser,603-RC0603JR-07100RL,Farnell,9233253,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O101-01/RESE-0603-X-O101-01-datasheet.pdf,
"RESE-0603-X-O102-01","SMD (0603) 1k Ohm Resistor","Resistor","SMD (0603)","","1k Ohm","",301010291 ,Multicomp,MC0063W060351K,,,Mouser,603-RC0603JR-071KL,Farnell,2309108,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O102-01/RESE-0603-X-O102-01-datasheet.pdf,
"RESE-0603-X-O102-67","SMD (0603) 1k Ohm Resistor 1%","Resistor","SMD (0603)","","1k Ohm","1%",301010298 ,,,,,SEEED Studio,301010298,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O102-67/RESE-0603-X-O102-67-datasheet.pdf,
"RESE-0603-X-O103-01","SMD (0603) 10k Ohm Resistor","Resistor","SMD (0603)","","10k Ohm","",301010293 ,Multicomp,MC0063W0603510K,,,Mouser,603-RC0603JR-0710KL,Farnell,9233504,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O103-01/RESE-0603-X-O103-01-datasheet.pdf,
"RESE-0603-X-O103-67","SMD (0603) 10k Ohm Resistor 1%","Resistor","SMD (0603)","","10k Ohm","1%",301010299 ,,,,,SEEED Studio,301010299,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O103-67/RESE-0603-X-O103-67-datasheet.pdf,
"RESE-0603-X-O104-01","SMD (0603) 100k Ohm Resistor","Resistor","SMD (0603)","","100k Ohm","",301010089 ,Multicomp,MC0063W06035100K,,,Mouser,603-RC0603JR-07100KL,Farnell,9233628,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O104-01/RESE-0603-X-O104-01-datasheet.pdf,
"RESE-0603-X-O104-67","SMD (0603) 100k Ohm Resistor 1%","Resistor","SMD (0603)","","100k Ohm","1%",301010196 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O104-67/RESE-0603-X-O104-67-datasheet.pdf,
"RESE-0603-X-O105-01","SMD (0603) 1M Ohm Resistor","Resistor","SMD (0603)","","1M Ohm","",301010100 ,Multicomp,MC0063W060351M,,,Mouser,603-RC0603JR-071ML,Farnell,9233741,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O105-01/RESE-0603-X-O105-01-datasheet.pdf,
"RESE-0603-X-O105-67","SMD (0603) 1M Ohm Resistor 1%","Resistor","SMD (0603)","","1M Ohm","1%",301010151 ,Panasonic,ERJ-3EKF1004V,Vishay Dale,CRCW06031M00FKEA,Farnell,9238840,Mouser,603-AC0603FR-071ML,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O105-67/RESE-0603-X-O105-67-datasheet.pdf,
"RESE-0603-X-O106-01","SMD (0603) 10M Ohm Resistor","Resistor","SMD (0603)","","10M Ohm","",301010121 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O106-01/RESE-0603-X-O106-01-datasheet.pdf,
"RESE-0603-X-O106-67","SMD (0603) 10M Ohm Resistor 1%","Resistor","SMD (0603)","","10M Ohm","1%",301010153 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O106-67/RESE-0603-X-O106-67-datasheet.pdf,
"RESE-0603-X-O112-01","SMD (0603) 1.1k Ohm Resistor","Resistor","SMD (0603)","","1.1k Ohm","",301010115 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O112-01/RESE-0603-X-O112-01-datasheet.pdf,
"RESE-0603-X-O122-67","SMD (0603) 1.2k Ohm Resistor 1%","Resistor","SMD (0603)","","1.2k Ohm","1%",301010206 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O122-67/RESE-0603-X-O122-67-datasheet.pdf,
"RESE-0603-X-O123-67","SMD (0603) 12k Ohm Resistor 1%","Resistor","SMD (0603)","","12k Ohm","1%",301010102 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O123-67/RESE-0603-X-O123-67-datasheet.pdf,
"RESE-0603-X-O150-01","SMD (0603) 15 Ohm Resistor","Resistor","SMD (0603)","","15 Ohm","",301010231 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O150-01/RESE-0603-X-O150-01-datasheet.pdf,
"RESE-0603-X-O152-01","SMD (0603) 1.5k Ohm Resistor","Resistor","SMD (0603)","","1.5k Ohm","",301010114 ,Multicomp,MC0063W060351K5,,,Mouser,603-RC0603JR-071K5L,Farnell,9233407,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O152-01/RESE-0603-X-O152-01-datasheet.pdf,
"RESE-0603-X-O152-67","SMD (0603) 1.5k Ohm Resistor 1%","Resistor","SMD (0603)","","1.5k Ohm","1%",301010189 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O152-67/RESE-0603-X-O152-67-datasheet.pdf,
